,samp_ev,exp,grp_typ,category,sa,la,wi,tot_ct,bmn_pgml
587,YBP1,site,diatom pennate,diatom pennate 6.4 36,6.4,36,6.4,24,66.97460559
588,YBP1,site,diatom pennate,diatom pennate 8 24,8,24,NA,17,35.84694958
589,YBP1,site,diatom pennate,diatom pennate 8 64,8,64,8,7,55.63818201
590,YBP1,IC,diatom pennate,diatom pennate 2 10,2,10,2,7,0.599220344
591,YBP1,IC,diatom pennate,diatom pennate 2 20,2,20,2,109,4.608433527
592,YBP1,IC,diatom pennate,diatom pennate 4 24,4,24,4,4,2.675544189
593,YBP1,IC,diatom pennate,diatom pennate 6 64,6,64,6,26,35.94308566
594,YBP1,IC,diatom pennate,diatom pennate 6 72,6,72,6,6,19.88531896
595,YBP1,IC,diatom pennate,diatom pennate 8 24,8,24,NA,3,4.927419686
596,YBP1,IC,diatom pennate,diatom pennate 8 48,8,48,NA,2,8.773934555
597,YBP1,IC,diatom pennate,diatom pennate 12 80,12,80,NA,2,20.34286552
598,YBP1,IC,diatom pennate,diatom pennate 16 160,16,160,16,2,110.350413
599,YBP1,FC,diatom pennate,diatom pennate 2 20,2,20,2,87,3.67514643
600,YBP1,FC,diatom pennate,diatom pennate 4 10,4,10,4,3,0.878447574
601,YBP1,FC,diatom pennate,diatom pennate 4 20,4,20,4,8,4.196245384
602,YBP1,FC,diatom pennate,diatom pennate 4 24,4,24,4,11,6.244818236
603,YBP1,FC,diatom pennate,diatom pennate 6 48,6,48,NA,11,23.49632966
604,YBP1,FC,diatom pennate,diatom pennate 6 80,6,80,NA,3,12.25377987
605,YBP1,FC,diatom pennate,diatom pennate 8 40,8,40,8,3,10.10521487
606,YBP1,FC,diatom pennate,diatom pennate 8 48,8,48,NA,6,23.88750582
607,YBP1,FC,diatom pennate,diatom pennate 12 56,12,56,12,1,11.03895709
608,YBP1,T24,diatom pennate,diatom pennate 2 20,2,20,2,96,4.087024353
609,YBP1,T24,diatom pennate,diatom pennate 4 26,4,26,4,6,3.894326674
610,YBP1,T24,diatom pennate,diatom pennate 6 56,6,56,6,6,15.64110063
611,YBP1,T24,diatom pennate,diatom pennate 6 120,6,120,NA,2,11.62862888
612,YBP1,T24,diatom pennate,diatom pennate 8 40,8,40,8,2,7.694089127
613,WLD2,site,diatom pennate,diatom pennate 4 20,4,20,4,16,11.42773444
614,WLD2,site,diatom pennate,diatom pennate 4 40,4,40,4,17,22.20053092
615,WLD2,site,diatom pennate,diatom pennate 4 96,4,96,4,7,21.97026717
616,WLD2,site,diatom pennate,diatom pennate 4 200,4,200,4,1,7.55319044
617,WLD2,site,diatom pennate,diatom pennate 8 40,8,40,8,2,11.42773444
618,WLD2,site,diatom pennate,diatom pennate 8 56,8,56,NA,2,10.75381447
619,WLD2,site,diatom pennate,diatom pennate 12 48,12,48,12,3,39.18573661
620,WLD2,IC,diatom pennate,diatom pennate 2 20,2,20,2,96,3.923972272
621,WLD2,IC,diatom pennate,diatom pennate 4 40,4,40,4,15,13.44566924
622,WLD2,IC,diatom pennate,diatom pennate 6 40,6,40,NA,7,13.34918673
623,WLD2,IC,diatom pennate,diatom pennate 6 48,6,48,NA,41,74.39516139
624,WLD2,IC,diatom pennate,diatom pennate 6 64,6,64,6,10,29.07692842
625,WLD2,IC,diatom pennate,diatom pennate 6 120,6,120,NA,3,16.65754847
626,WLD2,IC,diatom pennate,diatom pennate 8 24,8,24,NA,5,7.728021163
627,WLD2,IC,diatom pennate,diatom pennate 8 32,8,32,8,1,3.278594962
628,WLD2,IC,diatom pennate,diatom pennate 8 48,8,48,NA,62,186.9461961
629,WLD2,IC,diatom pennate,diatom pennate 8 56,8,56,NA,7,11.53817466
630,WLD2,IC,diatom pennate,diatom pennate 8 80,8,80,8,18,97.75738432
631,WLD2,IC,diatom pennate,diatom pennate 12 48,12,48,12,1,9.978805224
632,WLD2,IC,diatom pennate,diatom pennate 12 56,12,56,12,4,39.10995595
633,WLD2,IC,diatom pennate,diatom pennate 16 64,16,64,16,1,26.40758738
634,WLD2,IC,diatom pennate,diatom pennate 20 56,20,56,20,3,74.66443734
635,WLD2,IC,diatom pennate,diatom pennate 104 200,104,200,104,2,3622.981882
636,WLD2,FC,diatom pennate,diatom pennate 2 20,2,20,2,38,4.871430356
637,WLD2,FC,diatom pennate,diatom pennate 2 30,2,30,2,33,6.440781251
638,WLD2,FC,diatom pennate,diatom pennate 4 12,4,12,4,19,5.73919342
639,WLD2,FC,diatom pennate,diatom pennate 4 24,4,24,NA,4,2.678497328
640,WLD2,FC,diatom pennate,diatom pennate 4 64,4,64,4,2,1.915135925
641,WLD2,FC,diatom pennate,diatom pennate 8 24,8,24,NA,7,5.742288971
642,WLD2,FC,diatom pennate,diatom pennate 8 40,8,40,8,1,4.385594768
643,WLD2,FC,diatom pennate,diatom pennate 8 48,8,48,NA,23,42.23093582
644,WLD2,FC,diatom pennate,diatom pennate 8 80,8,80,8,4,14.18742173
645,WLD2,FC,diatom pennate,diatom pennate 12 128,12,128,12,11,197.7501633
646,WLD2,FC,diatom pennate,diatom pennate 16 40,16,40,16,1,14.20100671
647,WLD2,T24,diatom pennate,diatom pennate 2 20,2,20,2,85,3.604896641
648,WLD2,T24,diatom pennate,diatom pennate 4 40,4,40,4,2,2.193305867
649,WLD2,T24,diatom pennate,diatom pennate 4 64,4,64,4,1,1.801861803
650,WLD2,T24,diatom pennate,diatom pennate 4 120,4,120,4,1,3.260385394
651,WLD2,T24,diatom pennate,diatom pennate 8 40,8,40,8,1,4.200877001
652,LSZ2,site,diatom pennate,diatom pennate 4 12,4,12,4,3,1.574714868
653,LSZ2,site,diatom pennate,diatom pennate 4 96,4,96,4,1,3.736632452
654,LSZ2,site,diatom pennate,diatom pennate 4 240,4,240,NA,2,10.7928603
655,LSZ2,site,diatom pennate,diatom pennate 8 40,8,40,8,1,5.860425233
656,LSZ2,IC,diatom pennate,diatom pennate 2 10,2,10,2,8,0.611915154
657,LSZ2,IC,diatom pennate,diatom pennate 2 16,2,16,2,52,5.224077074
658,LSZ2,IC,diatom pennate,diatom pennate 2 20,2,20,2,260,13.70594455
659,LSZ2,IC,diatom pennate,diatom pennate 6 80,6,80,NA,4,8.173537515
660,LSZ2,IC,diatom pennate,diatom pennate 6 120,6,120,NA,2,12.10694808
661,LSZ2,IC,diatom pennate,diatom pennate 8 144,8,144,8,5,27.63991658
662,LSZ2,FC,diatom pennate,diatom pennate 1 20,1,20,1,34,1.297938957
663,LSZ2,FC,diatom pennate,diatom pennate 2 20,2,20,2,128,7.652687079
664,LSZ2,FC,diatom pennate,diatom pennate 3 20,3,20,3,15,4.373663759
665,LSZ2,FC,diatom pennate,diatom pennate 6 160,6,160,6,1,8.47952698
666,LSZ2,T24,diatom pennate,diatom pennate 2 20,2,20,2,159,6.544349472
667,LSZ2,T24,diatom pennate,diatom pennate 4 20,4,20,4,9,4.770142815
668,LSZ2,T24,diatom pennate,diatom pennate 4 96,4,96,4,1,2.741683138
669,LSZ2,T24,diatom pennate,diatom pennate 8 48,8,48,NA,1,4.889682336
670,SJR2,site,diatom pennate,diatom pennate 2 20,2,20,2,61,10.49717313
671,SJR2,site,diatom pennate,diatom pennate 3 12,3,12,3,9,2.533427475
672,SJR2,site,diatom pennate,diatom pennate 16 64,16,64,16,1,37.74987885
673,SJR2,site,diatom pennate,diatom pennate 16 160,16,160,16,3,222.7637577
674,SJR2,IC,diatom pennate,diatom pennate 2 8,2,8,2,6,0.424596141
675,SJR2,IC,diatom pennate,diatom pennate 2 10,2,10,2,29,1.11927645
676,SJR2,IC,diatom pennate,diatom pennate 2 20,2,20,2,103,6.311350618
677,SJR2,IC,diatom pennate,diatom pennate 4 10,4,10,4,54,12.12015086
678,SJR2,IC,diatom pennate,diatom pennate 4 16,4,16,4,17,6.609645267
679,SJR2,IC,diatom pennate,diatom pennate 4 20,4,20,4,2,1.223725403
680,SJR2,IC,diatom pennate,diatom pennate 6 40,6,40,NA,2,4.604306225
681,SJR2,IC,diatom pennate,diatom pennate 6 80,6,80,NA,3,12.09377404
682,SJR2,IC,diatom pennate,diatom pennate 8 40,8,40,8,1,4.1595569
683,SJR2,IC,diatom pennate,diatom pennate 8 64,8,64,8,1,6.265884092
684,SJR2,IC,diatom pennate,diatom pennate 8 184,8,184,NA,2,29.32215626
685,SJR2,FC,diatom pennate,diatom pennate 2 12,2,12,2,14,1.280265344
686,SJR2,FC,diatom pennate,diatom pennate 2 20,2,20,2,125,5.198263535
687,SJR2,FC,diatom pennate,diatom pennate 4 40,4,40,4,2,2.26107278
688,SJR2,FC,diatom pennate,diatom pennate 8 24,8,24,NA,1,1.857534207
689,SJR2,FC,diatom pennate,diatom pennate 8 56,8,56,NA,4,7.111121442
690,SJR2,FC,diatom pennate,diatom pennate 8 168,8,168,8,2,14.73557911
691,SJR2,T24,diatom pennate,diatom pennate 2 10,2,10,2,6,0.515709964
692,SJR2,T24,diatom pennate,diatom pennate 2 12,2,12,2,11,1.035209255
693,SJR2,T24,diatom pennate,diatom pennate 2 20,2,20,2,55,2.522129096
694,SJR2,T24,diatom pennate,diatom pennate 6 40,6,40,NA,1,2.500096511
695,SJR2,T24,diatom pennate,diatom pennate 8 56,8,56,NA,2,7.208699067
696,YBP2,site,diatom pennate,diatom pennate 2 10,2,10,2,12,1.621839967
697,YBP2,site,diatom pennate,diatom pennate 2 20,2,20,2,8,2.08967634
698,YBP2,site,diatom pennate,diatom pennate 4 16,4,16,NA,8,5.822589279
699,YBP2,site,diatom pennate,diatom pennate 4 24,4,24,NA,33,29.00287549
700,YBP2,site,diatom pennate,diatom pennate 6 160,6,160,6,27,264.1180928
701,YBP2,site,diatom pennate,diatom pennate 8 24,8,24,NA,3,8.322476081
702,YBP2,site,diatom pennate,diatom pennate 8 64,8,64,8,12,95.7375392
703,YBP2,site,diatom pennate,diatom pennate 8 168,8,168,8,11,207.5121157
704,YBP2,site,diatom pennate,diatom pennate 8 184,8,184,NA,5,112.2473512
705,YBP2,site,diatom pennate,diatom pennate 8 320,8,320,8,13,424.1312279
706,YBP2,site,diatom pennate,diatom pennate 24 32,24,32,NA,10,214.6186249
707,YBP2,IC,diatom pennate,diatom pennate 1 20,1,20,1,4,0.245694169
708,YBP2,IC,diatom pennate,diatom pennate 2 96,2,96,2,5,2.139638388
709,YBP2,IC,diatom pennate,diatom pennate 4 10,4,10,4,42,12.18105491
710,YBP2,IC,diatom pennate,diatom pennate 4 12,4,12,4,26,9.323589794
711,YBP2,IC,diatom pennate,diatom pennate 4 16,4,16,4,10,5.205134797
712,YBP2,IC,diatom pennate,diatom pennate 4 26,4,26,4,1,1.238015914
713,YBP2,IC,diatom pennate,diatom pennate 4 32,4,32,NA,16,8.773992053
714,YBP2,IC,diatom pennate,diatom pennate 4 56,4,56,4,81,98.57389421
715,YBP2,IC,diatom pennate,diatom pennate 4 64,4,64,4,101,81.83377979
716,YBP2,IC,diatom pennate,diatom pennate 4 96,4,96,4,14,33.94079666
717,YBP2,IC,diatom pennate,diatom pennate 4 160,4,160,4,39,70.82996029
718,YBP2,IC,diatom pennate,diatom pennate 4 240,4,240,NA,30,122.8310708
719,YBP2,IC,diatom pennate,diatom pennate 6 160,6,160,6,27,116.0853875
720,YBP2,IC,diatom pennate,diatom pennate 8 24,8,24,NA,6,6.642663621
721,YBP2,IC,diatom pennate,diatom pennate 8 40,8,40,8,9,35.87156431
722,YBP2,IC,diatom pennate,diatom pennate 8 48,8,48,NA,6,34.93609355
723,YBP2,IC,diatom pennate,diatom pennate 8 56,8,56,NA,13,25.39877636
724,YBP2,IC,diatom pennate,diatom pennate 8 64,8,64,8,3,20.61750912
725,YBP2,IC,diatom pennate,diatom pennate 8 120,8,120,8,9,37.30170256
726,YBP2,IC,diatom pennate,diatom pennate 8 168,8,168,8,7,61.83524091
727,YBP2,IC,diatom pennate,diatom pennate 8 184,8,184,NA,30,397.4624821
728,YBP2,IC,diatom pennate,diatom pennate 8 256,8,256,8,1,31.49263282
729,YBP2,IC,diatom pennate,diatom pennate 16 64,16,64,16,1,38.96243301
730,YBP2,IC,diatom pennate,diatom pennate 16 360,16,360,16,2,277.2105111
731,YBP2,IC,diatom pennate,diatom pennate 20 112,20,112,20,1,64.79604551
732,YBP2,IC,diatom pennate,diatom pennate 24 72,24,72,24,1,60.53613768
733,YBP2,FC,diatom pennate,diatom pennate 4 16,4,16,4,11,12.56641866
734,YBP2,FC,diatom pennate,diatom pennate 4 24,4,24,4,110,66.52146905
735,YBP2,FC,diatom pennate,diatom pennate 4 200,4,200,4,7,140.7346596
736,YBP2,FC,diatom pennate,diatom pennate 6 48,6,48,NA,8,30.33079854
737,YBP2,FC,diatom pennate,diatom pennate 8 32,8,32,8,6,46.01697846
738,YBP2,FC,diatom pennate,diatom pennate 8 48,8,48,NA,99,386.078057
739,YBP2,FC,diatom pennate,diatom pennate 8 56,8,56,NA,14,111.1951304
740,YBP2,FC,diatom pennate,diatom pennate 8 64,8,64,8,20,145.4393995
741,YBP2,FC,diatom pennate,diatom pennate 8 80,8,80,8,11,74.57127127
742,YBP2,FC,diatom pennate,diatom pennate 8 120,8,120,8,3,96.91908285
743,YBP2,FC,diatom pennate,diatom pennate 8 184,8,184,NA,36,451.8308591
744,YBP2,FC,diatom pennate,diatom pennate 8 256,8,256,8,7,195.6234313
745,YBP2,FC,diatom pennate,diatom pennate 8 320,8,320,8,7,400.7727832
746,YBP2,FC,diatom pennate,diatom pennate 16 160,16,160,16,1,296.3185063
747,YBP2,FC,diatom pennate,diatom pennate 24 72,24,72,24,1,79.8413129
748,YBP2,T24,diatom pennate,diatom pennate 2 96,2,96,2,1,1.293368833
749,YBP2,T24,diatom pennate,diatom pennate 3 20,3,20,3,3,3.2925194
750,YBP2,T24,diatom pennate,diatom pennate 4 24,4,24,4,15,14.03784637
751,YBP2,T24,diatom pennate,diatom pennate 4 26,4,26,4,9,9.616907921
752,YBP2,T24,diatom pennate,diatom pennate 4 36,4,36,4,33,32.28289214
753,YBP2,T24,diatom pennate,diatom pennate 4 56,4,56,4,8,17.04245743
754,YBP2,T24,diatom pennate,diatom pennate 4 64,4,64,4,1,5.785803794
755,YBP2,T24,diatom pennate,diatom pennate 4 160,4,160,4,1,12.97026501
756,YBP2,T24,diatom pennate,diatom pennate 8 40,8,40,8,5,50.72983425
757,YBP2,T24,diatom pennate,diatom pennate 8 56,8,56,NA,5,26.72889261
758,YBP2,T24,diatom pennate,diatom pennate 8 64,8,64,8,1,19.62359419
759,YBP2,T24,diatom pennate,diatom pennate 8 80,8,80,8,6,115.7997248
760,YBP2,T24,diatom pennate,diatom pennate 8 120,8,120,8,1,21.72923154
761,YBP2,T24,diatom pennate,diatom pennate 24 32,24,32,NA,5,113.1233079
762,YBP2,T24,diatom pennate,diatom pennate 24 72,24,72,24,1,80.01450446
763,WLD2,FC,diatom pennate fragillaria,diatom pennate fragillaria 16 96,16,96,16,1,32.16691833
764,LSZ2,IC,diatom pennate fragillaria,diatom pennate fragillaria 16 48,16,48,16,1,16.51197462
765,LSZ2,IC,diatom pennate fragillaria,diatom pennate fragillaria 48 64,48,64,48,1,135.9082107
766,LSZ2,FC,diatom pennate fragillaria,diatom pennate fragillaria 64 80,64,80,64,1,298.2296447
767,SJR2,FC,diatom pennate fragillaria,diatom pennate fragillaria 24 64,24,64,24,1,43.65553585
768,YBP2,T24,diatom pennate fragillaria,diatom pennate fragillaria 64 80,64,80,64,6,2396.56508
769,SJR1,IC,diatom pennate pleurosigma,diatom pennate pleurosigma 6 88,6,88,6,2,5.580276063
770,YBP1,site,diatom pennate pleurosigma,diatom pennate pleurosigma 8 96,8,96,8,32,203.8190441
771,YBP1,IC,diatom pennate pleurosigma,diatom pennate pleurosigma 6 56,6,56,6,7,12.26269928
772,YBP1,IC,diatom pennate pleurosigma,diatom pennate pleurosigma 8 44,8,44,8,21,44.81595997
773,YBP1,FC,diatom pennate pleurosigma,diatom pennate pleurosigma 6 56,6,56,6,9,15.8261379
774,YBP1,FC,diatom pennate pleurosigma,diatom pennate pleurosigma 8 80,8,80,8,2,9.152947523
775,WLD2,site,diatom pennate pleurosigma,diatom pennate pleurosigma 4 160,4,160,4,7,23.14801523
776,WLD2,IC,diatom pennate pleurosigma,diatom pennate pleurosigma 8 44,8,44,8,5,12.65756245
777,WLD2,FC,diatom pennate pleurosigma,diatom pennate pleurosigma 12 96,12,96,12,4,44.14809085
778,WLD2,FC,diatom pennate pleurosigma,diatom pennate pleurosigma 16 88,16,88,16,1,19.17162267
779,WLD2,T24,diatom pennate pleurosigma,diatom pennate pleurosigma 8 64,8,64,8,4,13.92453998
780,WLD2,T24,diatom pennate pleurosigma,diatom pennate pleurosigma 8 120,8,120,8,1,7.428711014
781,LSZ2,IC,diatom pennate pleurosigma,diatom pennate pleurosigma 4 64,4,64,4,1,1.242424502
782,LSZ2,IC,diatom pennate pleurosigma,diatom pennate pleurosigma 8 80,8,80,8,1,4.728796076
783,LSZ2,FC,diatom pennate pleurosigma,diatom pennate pleurosigma 16 184,16,184,16,3,95.49416336
784,SJR2,site,diatom pennate pleurosigma,diatom pennate pleurosigma 8 80,8,80,8,2,13.54810118
785,SJR2,IC,diatom pennate pleurosigma,diatom pennate pleurosigma 6 56,6,56,6,12,20.21306467
786,SJR2,IC,diatom pennate pleurosigma,diatom pennate pleurosigma 8 80,8,80,8,3,13.4875658
787,SJR2,IC,diatom pennate pleurosigma,diatom pennate pleurosigma 8 120,8,120,8,4,24.89356971
788,SJR2,FC,diatom pennate pleurosigma,diatom pennate pleurosigma 8 80,8,80,8,3,13.56134899
789,SJR2,FC,diatom pennate pleurosigma,diatom pennate pleurosigma 16 64,16,64,16,7,79.36537735
790,SJR2,T24,diatom pennate pleurosigma,diatom pennate pleurosigma 8 64,8,64,8,3,11.10457728
791,YBP2,site,diatom pennate pleurosigma,diatom pennate pleurosigma 16 144,16,144,16,11,412.7697495
792,YBP2,IC,diatom pennate pleurosigma,diatom pennate pleurosigma 16 144,16,144,16,4,124.3351325
793,YBP2,IC,diatom pennate pleurosigma,diatom pennate pleurosigma 16 184,16,184,16,2,83.33055344
794,YBP2,FC,diatom pennate pleurosigma,diatom pennate pleurosigma 16 88,16,88,16,3,250.1236194
795,YBP2,T24,diatom pennate pleurosigma,diatom pennate pleurosigma 16 144,16,144,16,2,159.3768812
796,YBP1,FC,dinoflagellate peridinium,dinoflagellate peridinium 24 24,24,24,24,1,40.09490625
797,LSZ2,site,dinoflagellate peridinium,dinoflagellate peridinium 24 24,24,24,24,9,440.7488338
798,LSZ2,IC,dinoflagellate peridinium,dinoflagellate peridinium 20 24,20,24,20,13,288.2917674
799,LSZ2,IC,dinoflagellate peridinium,dinoflagellate peridinium 24 24,24,24,24,16,279.0360798
800,LSZ2,FC,dinoflagellate peridinium,dinoflagellate peridinium 20 20,20,20,20,29,199.3550675
801,LSZ2,T24,dinoflagellate peridinium,dinoflagellate peridinium 16 16,16,16,16,1,12.69700285
802,LSZ2,T24,dinoflagellate peridinium,dinoflagellate peridinium 24 24,24,24,24,1,41.0860448
803,SJR2,IC,dinoflagellate peridinium,dinoflagellate peridinium 24 24,24,24,24,19,224.3196802
804,SJR2,FC,dinoflagellate peridinium,dinoflagellate peridinium 16 16,16,16,16,3,35.58305048
805,SJR2,FC,dinoflagellate peridinium,dinoflagellate peridinium 20 24,20,24,20,6,151.9609282
806,YBP2,IC,dinoflagellate peridinium,dinoflagellate peridinium 16 16,16,16,16,15,103.4210903
807,YBP2,IC,dinoflagellate peridinium,dinoflagellate peridinium 24 24,24,24,24,19,453.8710882
808,WLD2,site,dinoflagellate prorocentrum,dinoflagellate prorocentrum 17.6 17.6,17.6,17.6,17.6,13,275.1236752
809,YBP1,IC,flagellate colonial,flagellate colonial 16 16,16,16,NA,1,12.79499515
810,SJR2,IC,flagellate colonial,flagellate colonial 16 16,16,16,NA,1,12.65546412
811,YBP1,site,flagellate cryptomonas,flagellate cryptomonas 3.67 5.5,3.67,5.5,NA,223,74.79745331
812,YBP1,site,flagellate cryptomonas,flagellate cryptomonas 6.33 9.5,6.33,9.5,NA,94,154.5506366
813,YBP1,site,flagellate cryptomonas,flagellate cryptomonas 9 14,9,14,NA,13,67.2139745
814,YBP1,IC,flagellate cryptomonas,flagellate cryptomonas 3.67 5.5,3.67,5.5,NA,3653,231.1853692
815,YBP1,IC,flagellate cryptomonas,flagellate cryptomonas 6.33 9.5,6.33,9.5,NA,228,79.24506414
816,YBP1,IC,flagellate cryptomonas,flagellate cryptomonas 8 24,8,24,NA,16,35.31799257
817,YBP1,IC,flagellate cryptomonas,flagellate cryptomonas 9 14,9,14,NA,97,98.9855479
818,YBP1,IC,flagellate cryptomonas,flagellate cryptomonas 16 24,16,24,NA,10,162.7008485
819,YBP1,FC,flagellate cryptomonas,flagellate cryptomonas 3.67 5.5,3.67,5.5,NA,2295,143.4881811
820,YBP1,FC,flagellate cryptomonas,flagellate cryptomonas 6.33 9.5,6.33,9.5,NA,141,48.95826237
821,YBP1,FC,flagellate cryptomonas,flagellate cryptomonas 8 16,8,16,NA,8,22.44130674
822,YBP1,FC,flagellate cryptomonas,flagellate cryptomonas 9 14,9,14,NA,34,35.9659569
823,YBP1,T24,flagellate cryptomonas,flagellate cryptomonas 3.67 5.5,3.67,5.5,NA,2088,135.1438937
824,YBP1,T24,flagellate cryptomonas,flagellate cryptomonas 6.33 9.5,6.33,9.5,NA,40,15.14532723
825,WLD2,site,flagellate cryptomonas,flagellate cryptomonas 6.33 9.5,6.33,9.5,NA,117,177.8570678
826,WLD2,IC,flagellate cryptomonas,flagellate cryptomonas 3.67 5.5,3.67,5.5,NA,629,43.9121719
827,WLD2,IC,flagellate cryptomonas,flagellate cryptomonas 6.33 9.5,6.33,9.5,NA,815,260.3850415
828,WLD2,IC,flagellate cryptomonas,flagellate cryptomonas 8 24,8,24,NA,23,49.51510162
829,WLD2,IC,flagellate cryptomonas,flagellate cryptomonas 9 14,9,14,NA,86,87.61573302
830,WLD2,FC,flagellate cryptomonas,flagellate cryptomonas 3.67 5.5,3.67,5.5,NA,222,24.59833235
831,WLD2,FC,flagellate cryptomonas,flagellate cryptomonas 6 16,6,16,NA,4,7.462498685
832,WLD2,FC,flagellate cryptomonas,flagellate cryptomonas 6.33 9.5,6.33,9.5,NA,244,124.9939487
833,WLD2,FC,flagellate cryptomonas,flagellate cryptomonas 9 14,9,14,NA,14,45.55892018
834,WLD2,T24,flagellate cryptomonas,flagellate cryptomonas 3.67 5.5,3.67,5.5,NA,435,30.51169523
835,WLD2,T24,flagellate cryptomonas,flagellate cryptomonas 6.33 9.5,6.33,9.5,NA,214,72.80928395
836,WLD2,T24,flagellate cryptomonas,flagellate cryptomonas 9 14,9,14,NA,3,9.951966269
837,LSZ2,site,flagellate cryptomonas,flagellate cryptomonas 6.33 9.5,6.33,9.5,NA,62,92.5287759
838,LSZ2,IC,flagellate cryptomonas,flagellate cryptomonas 3.67 5.5,3.67,5.5,NA,1367,88.14956634
839,LSZ2,IC,flagellate cryptomonas,flagellate cryptomonas 6.33 9.5,6.33,9.5,NA,466,150.1185735
840,LSZ2,IC,flagellate cryptomonas,flagellate cryptomonas 8 24,8,24,NA,39,156.9747347
841,LSZ2,IC,flagellate cryptomonas,flagellate cryptomonas 9 14,9,14,NA,148,142.9116516
842,LSZ2,IC,flagellate cryptomonas,flagellate cryptomonas 16 24,16,24,NA,33,245.622215
843,LSZ2,FC,flagellate cryptomonas,flagellate cryptomonas 3.67 5.5,3.67,5.5,NA,1367,91.48535038
844,LSZ2,FC,flagellate cryptomonas,flagellate cryptomonas 6.33 9.5,6.33,9.5,NA,387,130.5012736
845,LSZ2,FC,flagellate cryptomonas,flagellate cryptomonas 8 24,8,24,NA,16,68.44419161
846,LSZ2,FC,flagellate cryptomonas,flagellate cryptomonas 9 14,9,14,NA,176,172.9481825
847,LSZ2,FC,flagellate cryptomonas,flagellate cryptomonas 16 24,16,24,NA,33,255.1114943
848,LSZ2,T24,flagellate cryptomonas,flagellate cryptomonas 3.67 5.5,3.67,5.5,NA,856,59.79450213
849,LSZ2,T24,flagellate cryptomonas,flagellate cryptomonas 6.33 9.5,6.33,9.5,NA,190,67.67245973
850,LSZ2,T24,flagellate cryptomonas,flagellate cryptomonas 9 14,9,14,NA,16,26.73066093
851,SJR2,site,flagellate cryptomonas,flagellate cryptomonas 3.67 5.5,3.67,5.5,NA,332,97.58863845
852,SJR2,site,flagellate cryptomonas,flagellate cryptomonas 6.33 9.5,6.33,9.5,NA,112,163.5842624
853,SJR2,site,flagellate cryptomonas,flagellate cryptomonas 8 24,8,24,NA,23,137.1168898
854,SJR2,site,flagellate cryptomonas,flagellate cryptomonas 9 14,9,14,NA,42,181.518087
855,SJR2,IC,flagellate cryptomonas,flagellate cryptomonas 3.67 5.5,3.67,5.5,NA,398,28.66100056
856,SJR2,IC,flagellate cryptomonas,flagellate cryptomonas 6.33 9.5,6.33,9.5,NA,483,160.5276578
857,SJR2,IC,flagellate cryptomonas,flagellate cryptomonas 8 24,8,24,NA,75,103.3495365
858,SJR2,IC,flagellate cryptomonas,flagellate cryptomonas 9 14,9,14,NA,158,156.5188748
859,SJR2,IC,flagellate cryptomonas,flagellate cryptomonas 12 40,12,40,NA,1,17.39252443
860,SJR2,FC,flagellate cryptomonas,flagellate cryptomonas 3.67 5.5,3.67,5.5,NA,36,2.988966418
861,SJR2,FC,flagellate cryptomonas,flagellate cryptomonas 6.33 9.5,6.33,9.5,NA,213,73.93455859
862,SJR2,FC,flagellate cryptomonas,flagellate cryptomonas 8 24,8,24,NA,46,95.76215376
863,SJR2,FC,flagellate cryptomonas,flagellate cryptomonas 9 14,9,14,NA,127,127.6661304
864,SJR2,FC,flagellate cryptomonas,flagellate cryptomonas 16 24,16,24,NA,15,236.2656587
865,SJR2,T24,flagellate cryptomonas,flagellate cryptomonas 3.67 5.5,3.67,5.5,NA,36,4.375334444
866,SJR2,T24,flagellate cryptomonas,flagellate cryptomonas 6.33 9.5,6.33,9.5,NA,54,20.32865744
867,SJR2,T24,flagellate cryptomonas,flagellate cryptomonas 8 24,8,24,NA,2,9.659632484
868,SJR2,T24,flagellate cryptomonas,flagellate cryptomonas 9 14,9,14,NA,28,30.31881041
869,YBP2,site,flagellate cryptomonas,flagellate cryptomonas 3.67 5.5,3.67,5.5,NA,7,3.103542018
870,YBP2,site,flagellate cryptomonas,flagellate cryptomonas 8 24,8,24,NA,95,619.1144675
871,YBP2,site,flagellate cryptomonas,flagellate cryptomonas 16 48,16,48,NA,14,722.6104048
872,YBP2,IC,flagellate cryptomonas,flagellate cryptomonas 8 24,8,24,NA,174,451.9719445
873,YBP2,IC,flagellate cryptomonas,flagellate cryptomonas 16 24,16,24,NA,96,1687.771348
874,YBP2,IC,flagellate cryptomonas,flagellate cryptomonas 16 48,16,48,NA,7,276.8057757
875,YBP2,FC,flagellate cryptomonas,flagellate cryptomonas 9 14,9,14,NA,10,165.1759785
876,YBP2,FC,flagellate cryptomonas,flagellate cryptomonas 16 48,16,48,NA,1,178.109908
877,YBP2,T24,flagellate cryptomonas,flagellate cryptomonas 3.67 5.5,3.67,5.5,NA,23,9.20587603
878,YBP1,site,flagellate euglenid,flagellate euglenid 8 20,8,20,NA,3,19.00518627
879,WLD2,IC,flagellate euglenid,flagellate euglenid 8 32,8,32,NA,2,12.79499515
880,WLD2,T24,flagellate euglenid,flagellate euglenid 12 80,12,80,NA,1,33.82338754
881,YBP2,site,flagellate euglenid,flagellate euglenid 40 40,40,40,NA,7,1775.076976
882,YBP2,IC,flagellate euglenid,flagellate euglenid 8 40,8,40,NA,17,145.1993886
883,YBP2,IC,flagellate euglenid,flagellate euglenid 12 80,12,80,NA,10,209.9127648
